lat,lon,bhk,rate per sqft,area per sqft,price,property name,location,nearby school,nearby hospital,nearby bank,nearby public transport,nearby railway station,price source,matched map name,matched from,match method,property type
23.0445921,72.517344,4,8000,3600,2.88,swati symphony,swati symphony,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev is available for sale in one of,fuzzy_name,flat
23.0445921,72.517344,4,8333,3000,2.5,shivalik platinum,shivalik platinum,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
22.8205966,72.7595968,3,7407,3240,2.4,b rudra elegance,b rudra elegance,Kalambandhi vidyalaya (18.95 km),Rudra Multispeciality Hospital (0.00 km),Indusland Bank (25.22 km),Platform (15.08 km),Mahemadavad Kheda Road (0.75 km),original,Rudra Multispeciality Hospital,b rudra elegance,fuzzy_name,flat
23.0445921,72.517344,4,8989,4483,4.03,madhav oeuvre 2,madhav oeuvre 2,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
22.9992107,72.5599564,4,9000,4200,3.78,madhav oeuvre 2,madhav oeuvre 2,amardeep high school (0.10 km),Dr Ajay Praful Munshi Surgical Nursing Home (0.23 km),HDFC Bank Paldi Branch (1.61 km),Chandranagar BRT (0.20 km),Vastrapur (4.46 km),original,madhav,madhav oeuvre 2,fuzzy_name,flat
23.0244466,72.5589826,4,7500,3492,2.62,swati symphony,swati symphony,GLS Institute of Commerce & NR School of business management (0.15 km),Cure Sight Laser Centre (0.49 km),Kotak Mahindra Bank (0.97 km),Paldi (0.74 km),Ahmedabad Junction (4.31 km),original,Swati Snacks,swati symphony,fuzzy_name,flat
23.0244466,72.5589826,4,7500,3593,2.69,swati symphony,swati symphony,GLS Institute of Commerce & NR School of business management (0.15 km),Cure Sight Laser Centre (0.49 km),Kotak Mahindra Bank (0.97 km),Paldi (0.74 km),Ahmedabad Junction (4.31 km),original,Swati Snacks,swati symphony,fuzzy_name,flat
23.0445921,72.517344,3,10277,3600,3.7,amaya 426,amaya 426,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0606194,72.5578952,4,7800,3500,2.5,anamika,anamika,Navrang School (1.37 km),"Kumud Heart Hospital and Medical Nursing Home, Ahmedabad (0.00 km)",canera bank (0.89 km),Vijay Nagar (0.64 km),Chandlodiya (2.15 km),original,"Kumud Heart Hospital and Medical Nursing Home, Ahmedabad",iconic location 4 & 5 bhlk prestigious home,fuzzy_name,flat
23.0445921,72.517344,4,9000,3500,3.15,swati symphony,swati symphony,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev is your opportunity to be a part of this community,fuzzy_name,flat
23.0445921,72.517344,4,9090,3300,3.0,"bodakdev, ahmedabad","bodakdev, ahmedabad",Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,3,7659,2350,1.8,retreat tower,retreat tower,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,3,9722,3600,3.5,amaya 426,amaya 426,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0369655,72.5212898,5,18091,2493,4.51,lad society,lad society,Prakash School (0.40 km),Avataran Eye Hospital and Oculoplasty Clinic (0.10 km),Indian Bank (1.14 km),"ISRO , Ahmedabad (1.09 km)",Vastrapur (3.26 km),original,Lad Society,lad society,exact_name,house
23.0281153,72.55801,4,10000,4500,4.5,times 104,times 104,M K Secondary & M K Higher Secondary School (0.21 km),Navneet Memorial Hospital (0.44 km),Kotak Mahindra Bank (0.59 km),Navrangpura (1.04 km),Ahmedabad Junction (4.40 km),original,Times Square,times 104,fuzzy_name,flat
23.0445921,72.517344,4,7516,3060,2.3,akash tower,akash tower,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev is your opportunity to be a part of this community,fuzzy_name,flat
22.9992107,72.5599564,3,8900,2847,2.53,madhav oeuvre iconic,madhav oeuvre iconic,amardeep high school (0.10 km),Dr Ajay Praful Munshi Surgical Nursing Home (0.23 km),HDFC Bank Paldi Branch (1.61 km),Chandranagar BRT (0.20 km),Vastrapur (4.46 km),original,madhav,madhav oeuvre iconic,fuzzy_name,flat
23.0328924,72.5604427,4,7200,3500,2.52,shilp paradise,shilp paradise,M K Secondary & M K Higher Secondary School (0.75 km),Navneet Memorial Hospital (0.22 km),Kotak Mahindra Bank (0.05 km),Navrangpura (0.49 km),Ahmedabad Junction (4.21 km),original,Shilp,shilp paradise,fuzzy_name,flat
23.0445921,72.517344,4,9829,2340,2.3,galaxy apartments,galaxy apartments,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,3,7700,2847,2.19,madhav oeuvre iconic,madhav oeuvre iconic,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev is your opportunity to be a part of this community,fuzzy_name,flat
23.0445921,72.517344,3,8398,2295,1.6,dev deep,dev deep,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,4,12961,4359,5.65,zodiac marquis,zodiac marquis,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,4,16300,2238,3.65,anamika high point,anamika high point,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
22.9992107,72.5599564,4,9896,4729,4.68,madhav oeuvre 2,madhav oeuvre 2,amardeep high school (0.10 km),Dr Ajay Praful Munshi Surgical Nursing Home (0.23 km),HDFC Bank Paldi Branch (1.61 km),Chandranagar BRT (0.20 km),Vastrapur (4.46 km),original,madhav,madhav oeuvre 2,fuzzy_name,flat
23.0445921,72.517344,4,8562,3270,2.8,vr visionnair,vr visionnair,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,6,11000,15000,16.5,venus pashmina,venus pashmina,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev is available for sale in one of,fuzzy_name,flat
23.0445921,72.517344,4,7000,3380,2.37,shilp paradise,shilp paradise,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev is your opportunity to be a part of this community,fuzzy_name,flat
23.0445921,72.517344,4,9000,4524,4.07,madhav oeuvre 2,madhav oeuvre 2,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,4,9896,4729,4.68,madhav oeuvre 2,madhav oeuvre 2,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,the popular residential address of bodakdev,fuzzy_name,flat
23.0445921,72.517344,4,8536,3280,2.8,vr visionnair,vr visionnair,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,4,9500,4418,4.2,madhav oeuvre 2,madhav oeuvre 2,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,4,9700,4729,4.59,madhav oeuvre 2,madhav oeuvre 2,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,4,9482,4524,4.29,madhav oeuvre 2,madhav oeuvre 2,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev is your opportunity to be a part of this community,fuzzy_name,flat
23.0445921,72.517344,4,7500,3380,2.54,shilp paradise,shilp paradise,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.2145657,72.6856816,4,5714,3150,1.8,tulip galleria,tulip galleria,600 Auditorium and Nyasa School (2nd Floor) (0.00 km),Aatrey Ayurvedic Clinic (2.44 km),IndusInd Bank (3.74 km),Akshardham (2.42 km),Gandhinagar Capital (6.09 km),original,600 Auditorium and Nyasa School (2nd Floor),total and the flat for sale is located on the 8th floor,fuzzy_name,flat
23.2145657,72.6856816,4,7200,3492,2.51,swati symphony,swati symphony,600 Auditorium and Nyasa School (2nd Floor) (0.00 km),Aatrey Ayurvedic Clinic (2.44 km),IndusInd Bank (3.74 km),Akshardham (2.42 km),Gandhinagar Capital (6.09 km),original,600 Auditorium and Nyasa School (2nd Floor),total and the flat for sale is located on the ground floor,fuzzy_name,flat
23.0445921,72.517344,4,7961,2826,2.25,tulip galleria,tulip galleria,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,4,9774,6650,6.5,subham skyz,subham skyz,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
22.9992107,72.5599564,4,9492,5615,5.33,madhav oeuvre 2,madhav oeuvre 2,amardeep high school (0.10 km),Dr Ajay Praful Munshi Surgical Nursing Home (0.23 km),HDFC Bank Paldi Branch (1.61 km),Chandranagar BRT (0.20 km),Vastrapur (4.46 km),original,madhav,madhav oeuvre 2,fuzzy_name,flat
23.0445921,72.517344,3,18518,2160,4.0,kishan bungalows,kishan bungalows,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,house
23.0445921,72.517344,4,10090,6650,6.71,shubham skyz,shubham skyz,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,4,7789,3492,2.72,swati symphony,swati symphony,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev is available for sale in one of,fuzzy_name,flat
23.0458191,72.5523558,4,8800,4450,3.92,times 104,times 104,"State Bank of India, St. Xavier's School Road Branch (0.00 km)","Jaydeep Hospital, Ahmedabad (0.26 km)","State Bank of India, St. Xavier's School Road Branch (0.00 km)",Commerce Sixth Road (0.57 km),Chandlodiya (3.37 km),original,"State Bank of India, St. Xavier's School Road Branch",rajpath rangoli road is available for sale in one of,fuzzy_name,flat
23.0445921,72.517344,4,8000,3593,2.87,swati symphony,swati symphony,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,4,11464,2355,2.7,rewa,rewa,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,the prime area of bodakdev,fuzzy_name,flat
22.9992107,72.5599564,4,8700,4077,3.55,madhav oeuvre iconic,madhav oeuvre iconic,amardeep high school (0.10 km),Dr Ajay Praful Munshi Surgical Nursing Home (0.23 km),HDFC Bank Paldi Branch (1.61 km),Chandranagar BRT (0.20 km),Vastrapur (4.46 km),original,madhav,madhav oeuvre iconic,fuzzy_name,flat
23.0445921,72.517344,4,16300,1812,2.95,anamika hight point,anamika hight point,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev is your opportunity to be a part of this community,fuzzy_name,flat
23.0445921,72.517344,4,16300,2268,3.7,anamika high point,anamika high point,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
22.9992107,72.5599564,4,9795,5615,5.5,madhav oeuvre 2,madhav oeuvre 2,amardeep high school (0.10 km),Dr Ajay Praful Munshi Surgical Nursing Home (0.23 km),HDFC Bank Paldi Branch (1.61 km),Chandranagar BRT (0.20 km),Vastrapur (4.46 km),original,madhav,madhav oeuvre 2,fuzzy_name,flat
23.0111491,72.5132562,3,7807,1665,1.3,tirthdham apartment,tirthdham apartment,Kameshwar College Of Education (0.13 km),Rushabh Medi-Surge Hospital Pvt Ltd (0.49 km),Yes Bank (0.09 km),Ramdev Nagar (1.82 km),Vastrapur (0.56 km),original,indraprasth apartment,tirthdham apartment,fuzzy_name,flat
23.0445921,72.517344,4,8000,2500,2.0,viceroy,viceroy,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev is your opportunity to be a part of this community,fuzzy_name,flat
23.0631171,72.5255748,3,8333,1800,1.5,pushpraj tower,pushpraj tower,J.G. International School (0.22 km),Tirtham Surgical and Laparoscopic Centre (0.51 km),Central Bank of India (3.30 km),Gulab Tower (0.00 km),Chandlodiya (2.32 km),original,Gulab Tower,pushpraj tower,fuzzy_name,flat
23.0445921,72.517344,2,7407,945,0.7,suryamandir apartment,suryamandir apartment,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,4,8882,3490,3.1,swati symphony,swati symphony,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0631171,72.5255748,3,6734,2450,1.65,devdeep tower,devdeep tower,J.G. International School (0.22 km),Tirtham Surgical and Laparoscopic Centre (0.51 km),Central Bank of India (3.30 km),Gulab Tower (0.00 km),Chandlodiya (2.32 km),original,Gulab Tower,devdeep tower,fuzzy_name,flat
23.0328924,72.5604427,4,7200,2935,2.11,shilp paradise,shilp paradise,M K Secondary & M K Higher Secondary School (0.75 km),Navneet Memorial Hospital (0.22 km),Kotak Mahindra Bank (0.05 km),Navrangpura (0.49 km),Ahmedabad Junction (4.21 km),original,Shilp,shilp paradise,fuzzy_name,flat
23.0281153,72.55801,4,8488,4500,3.82,times 104,times 104,M K Secondary & M K Higher Secondary School (0.21 km),Navneet Memorial Hospital (0.44 km),Kotak Mahindra Bank (0.59 km),Navrangpura (1.04 km),Ahmedabad Junction (4.40 km),original,Times Square,times 104,fuzzy_name,flat
23.0284244,72.552161,3,7932,2080,1.65,shivalik platinum,shivalik platinum,M K Secondary & M K Higher Secondary School (0.71 km),Eye Care Hospital Pvt. Ltd. (0.53 km),Kotak Mahindra Bank (0.96 km),LD Engineering College (0.80 km),Vastrapur (4.22 km),original,Shivalik 9,shivalik platinum,fuzzy_name,flat
23.0281153,72.55801,4,10111,4500,4.55,times 104,times 104,M K Secondary & M K Higher Secondary School (0.21 km),Navneet Memorial Hospital (0.44 km),Kotak Mahindra Bank (0.59 km),Navrangpura (1.04 km),Ahmedabad Junction (4.40 km),original,Times Square,times 104,fuzzy_name,flat
23.0485393,72.511742,4,8200,4450,3.65,times 104,times 104,Udgam School for Children (0.78 km),Apex Heart Institute (0.38 km),Indian Bank (1.80 km),Thaltej (0.46 km),Ambli Road (1.96 km),original,Thaltej,thaltej is available for sale in one of,fuzzy_name,flat
23.0445921,72.517344,4,7200,3600,2.59,swati symphony,swati symphony,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,2,7000,1000,0.7,sarita apartment,sarita apartment,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev is available for sale in one of,fuzzy_name,flat
23.0445921,72.517344,2,5556,1080,0.6,chitrakut apartment 2,chitrakut apartment 2,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,4,8642,2025,1.75,soham terrace,soham terrace,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,3,7176,2160,1.55,kanhai rudra elegance,kanhai rudra elegance,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,the popular residential address of bodakdev,fuzzy_name,flat
23.0445921,72.517344,3,6308,1395,0.88,dwarkesh apartment,dwarkesh apartment,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,the popular residential address of bodakdev,fuzzy_name,flat
23.0631171,72.5255748,3,9427,1485,1.4,deep tower,deep tower,J.G. International School (0.22 km),Tirtham Surgical and Laparoscopic Centre (0.51 km),Central Bank of India (3.30 km),Gulab Tower (0.00 km),Chandlodiya (2.32 km),original,Gulab Tower,deep tower,fuzzy_name,house
23.0445921,72.517344,3,7071,990,0.7,vatsal apartment,vatsal apartment,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0111491,72.5132562,5,8800,6500,5.72,times 40,times 40,Kameshwar College Of Education (0.13 km),Rushabh Medi-Surge Hospital Pvt Ltd (0.49 km),Yes Bank (0.09 km),Ramdev Nagar (1.82 km),Vastrapur (0.56 km),original,indraprasth apartment,apartment,fuzzy_name,flat
23.0111491,72.5132562,3,7500,1000,0.75,priya apartment,priya apartment,Kameshwar College Of Education (0.13 km),Rushabh Medi-Surge Hospital Pvt Ltd (0.49 km),Yes Bank (0.09 km),Ramdev Nagar (1.82 km),Vastrapur (0.56 km),original,indraprasth apartment,priya apartment,fuzzy_name,flat
23.0284731,72.5590087,3,5556,1980,1.1,nebula towers,nebula towers,M K Secondary & M K Higher Secondary School (0.24 km),Navneet Memorial Hospital (0.35 km),Kotak Mahindra Bank (0.53 km),Navrangpura (0.95 km),Ahmedabad Junction (4.30 km),original,Silicon Towers,nebula towers,fuzzy_name,flat
23.0546669,72.6392596,4,2333,1500,0.35,premchand nagar colony vda,premchand nagar colony vda,"Divine International School ,Nikol (2.77 km)",Prathna Surgical And Medical Hospital (0.29 km),Dena Bank ATM (2.75 km),Nada Chiloda (0.33 km),Sahijpur (1.22 km),original,Nayan nagar payal park,premchand nagar colony vda,fuzzy_name,house
23.0111491,72.5132562,2,7337,1125,0.7,satkar apartment,satkar apartment,Kameshwar College Of Education (0.13 km),Rushabh Medi-Surge Hospital Pvt Ltd (0.49 km),Yes Bank (0.09 km),Ramdev Nagar (1.82 km),Vastrapur (0.56 km),original,indraprasth apartment,satkar apartment,fuzzy_name,flat
23.0445921,72.517344,1,10000,300,0.3,janki apartments,janki apartments,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,4,844,22500,1.9,galaxy tower,galaxy tower,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0631171,72.5255748,2,7272,1100,0.8,mohini tower,mohini tower,J.G. International School (0.22 km),Tirtham Surgical and Laparoscopic Centre (0.51 km),Central Bank of India (3.30 km),Gulab Tower (0.00 km),Chandlodiya (2.32 km),original,Gulab Tower,mohini tower,fuzzy_name,flat
23.0111491,72.5132562,2,55172,145,0.8,kasturi apartment,kasturi apartment,Kameshwar College Of Education (0.13 km),Rushabh Medi-Surge Hospital Pvt Ltd (0.49 km),Yes Bank (0.09 km),Ramdev Nagar (1.82 km),Vastrapur (0.56 km),original,indraprasth apartment,kasturi apartment,fuzzy_name,flat
23.0445921,72.517344,4,9444,900,0.85,"premchand nagar, bodakdev, ahmedabad west","premchand nagar, bodakdev, ahmedabad west",Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0445921,72.517344,4,8500,4760,4.05,zaveri amara,zaveri amara,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,after area of bodakdev,fuzzy_name,flat
23.0445921,72.517344,4,16667,1800,3.0,"bodakdev, ahmedabad, ahmedabad west","bodakdev, ahmedabad, ahmedabad west",Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,house
23.2145657,72.6856816,3,7808,1665,1.3,tirthdham apartments,tirthdham apartments,600 Auditorium and Nyasa School (2nd Floor) (0.00 km),Aatrey Ayurvedic Clinic (2.44 km),IndusInd Bank (3.74 km),Akshardham (2.42 km),Gandhinagar Capital (6.09 km),original,600 Auditorium and Nyasa School (2nd Floor),total and the flat for sale is located on the 4th floor,fuzzy_name,flat
23.0445921,72.517344,3,7626,1980,1.51,royal chinmay tower,royal chinmay tower,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,one of the posh locations of bodakdev area,fuzzy_name,house
23.0445921,72.517344,2,4795,1835,0.88,nirmal shanthi tower,nirmal shanthi tower,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev location in,fuzzy_name,flat
23.0284731,72.5590087,2,7150,1170,0.74,nri towers,nri towers,M K Secondary & M K Higher Secondary School (0.24 km),Navneet Memorial Hospital (0.35 km),Kotak Mahindra Bank (0.53 km),Navrangpura (0.95 km),Ahmedabad Junction (4.30 km),original,Silicon Towers,nri towers,fuzzy_name,flat
23.0631171,72.5255748,3,8771,1710,1.5,century tower,century tower,J.G. International School (0.22 km),Tirtham Surgical and Laparoscopic Centre (0.51 km),Central Bank of India (3.30 km),Gulab Tower (0.00 km),Chandlodiya (2.32 km),original,Gulab Tower,century tower,fuzzy_name,flat
23.0445921,72.517344,2,7000,1000,0.7,amrapali 2,amrapali 2,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev is your opportunity to be a part of this community,fuzzy_name,flat
23.0445921,72.517344,3,5698,1755,1.25,dev preet,dev preet,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0255831,72.5691076,2,4318,2200,0.95,nirmal shanthi tower,nirmal shanthi tower,Balghar (0.29 km),Sparsh Orthopedic Oncology Clinic (0.28 km),The Reserve Bank of India (0.83 km),Gandhigram (0.18 km),Ahmedabad Junction (3.26 km),original,Gandhigram Water Tower,nirmal shanthi tower,fuzzy_name,flat
23.0445921,72.517344,4,7054,2835,2.0,tulip galleria,tulip galleria,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0631171,72.5255748,2,7407,945,0.7,suryamandir tower,suryamandir tower,J.G. International School (0.22 km),Tirtham Surgical and Laparoscopic Centre (0.51 km),Central Bank of India (3.30 km),Gulab Tower (0.00 km),Chandlodiya (2.32 km),original,Gulab Tower,suryamandir tower,fuzzy_name,flat
23.0499206,72.5253741,4,7407,2430,1.8,goyal terrace,goyal terrace,Bus stop Riverside School (0.35 km),Sal Hospital and Medical Institute (0.12 km),Indian Bank (2.43 km),Doordarshan Kendra (0.22 km),Ambli Road (3.30 km),original,Goyal Intercity,goyal terrace,fuzzy_name,flat
23.0325126,72.512482,2,8000,1000,0.8,bakeri surel apartments,bakeri surel apartments,Ahmedabad International School (0.19 km),Hospital Building (0.45 km),Indian Bank (0.12 km),Iscon ST bus stop (0.42 km),Vastrapur (2.78 km),original,Surel Apartment,surel apartment,exact_name,flat
23.0831539,72.5209576,2,5546,1200,0.599,chitrakut apartment part 2,chitrakut apartment part 2,SHAYONA SCHOOL (1.82 km),Gmers Medical College Hospital (0.38 km),canera bank (5.00 km),Sola bridge BRTS (2.17 km),Chandlodiya 'B' (2.05 km),original,Ratnasagar Part-2,chitrakut apartment part 2,fuzzy_name,flat
